Function,Algorithm,Mean,Std,Rank
F1,GBFAO-v4,324.9428905952679,1.1681384635907022,6
F1,GBFAO-v3,352.15245335638144,11.457189275621355,7
F1,GBFAO-v2,323.19077772454057,1.0510443064387418,5
F1,GBFAO-v1,320.0000228067941,1.2132850059475477e-05,2
F1,ARO,320.0,6.226884551155832e-14,1
F1,PSO,1031.5232710906691,637.6020940817538,10
F1,GWO,8055.284900489732,1992.36560001524,12
F1,WOA,559.2196535495194,82.38495177614935,8
F1,DE,320.9957736546901,0.7085161818925926,4
F1,SMA,320.03492857995536,0.010731903612708376,3
F1,HHO,4213.907853217742,2087.344904637649,11
F1,AO,954.0369499180445,492.19596533872556,9
F6,GBFAO-v4,1940.4221235001921,0.01390168245107034,10
F6,GBFAO-v3,1940.4150292933923,0.13028319623646645,9
F6,GBFAO-v2,1940.262731316033,0.14152453884303431,5
F6,GBFAO-v1,1940.2547777725656,0.11895843501972787,4
F6,ARO,1940.2984356613729,0.13070324292757288,6
F6,PSO,1940.39942086324,0.11573344824526863,8
F6,GWO,1941.186110915985,0.15875395473215204,12
F6,WOA,1940.2179936593889,0.14180345841566874,3
F6,DE,1940.3789535933684,0.042720091914228736,7
F6,SMA,1940.166325759538,0.14664454130171733,2
F6,HHO,1940.4234971769154,0.22471316709707087,11
F6,AO,1940.0080845317934,0.0064436536074300756,1
F7,GBFAO-v4,2314.0700152907157,13.730154841924806,4
F7,GBFAO-v3,2365.881033450517,29.232040434066757,6
F7,GBFAO-v2,2323.9862482316253,25.560400167091856,5
F7,GBFAO-v1,2258.1487018451726,6.892882086701816,1
F7,ARO,2379.1860958900043,252.5242775795405,7
F7,PSO,2966.962208050686,666.0373362403459,9
F7,GWO,10192.19604751132,2455.9257752958047,12
F7,WOA,2494.8606743610994,197.4121604790096,8
F7,DE,2312.2592698736244,5.000854348353472,3
F7,SMA,2272.93995853963,23.17055144567387,2
F7,HHO,5648.152380904488,667.3689779655152,11
F7,AO,2974.821333998921,303.2501683040746,10
F9,GBFAO-v4,2887.919803762281,1.0115931366980326,7
F9,GBFAO-v3,2885.842822585575,1.3581277363805404,3
F9,GBFAO-v2,2886.856821257974,1.1772110718411872,4
F9,GBFAO-v1,2888.76648474189,2.0342456271563156,9
F9,ARO,2888.9246921628314,1.6416088491390228,10
F9,PSO,2887.654071138314,0.8626398138038648,5
F9,GWO,2895.030939091449,1.11651034236511,12
F9,WOA,2887.734956891537,1.150608289275443,6
F9,DE,2889.1257446722393,0.3918362683128851,11
F9,SMA,2885.2395777167244,0.7828290695792898,2
F9,HHO,2888.425357385874,0.4483562539726843,8
F9,AO,2883.3983033500785,1.270670501722481,1
