Suite,Function,Algorithm,Mean,Std,Rank
CEC-2020,G6,WOA,603.3155860203218,0.4842962678722636,9
CEC-2020,G6,DE,600.6579324046216,0.45983409056263974,1
CEC-2020,G6,SMA,602.6264159464605,0.550013387776007,8
CEC-2020,G6,HHO,603.332304540891,0.32683274853198574,10
CEC-2020,G6,AO,603.4550112958979,0.3740800017141991,11
CEC-2020,G7,GBFAO-v4,725.045946803837,9.268283473360007,4
CEC-2020,G7,GBFAO-v3,735.444828199043,15.239883182115278,6
CEC-2020,G7,GBFAO-v2,732.2795297158319,14.705958059022542,5
CEC-2020,G7,GBFAO-v1,712.6757612143092,7.269467726311489,1
CEC-2020,G7,ARO,902.4116648623421,734.0915774669256,10
CEC-2020,G7,PSO,3209.1445969329593,2517.1047677077268,11
CEC-2020,G7,GWO,16943.474426337052,4910.284811318555,12
CEC-2020,G7,WOA,816.5776504397758,63.47817189464679,9
CEC-2020,G7,DE,712.964971153262,10.893559737058254,2
CEC-2020,G7,SMA,713.0899685232727,5.9634698121382215,3
CEC-2020,G7,HHO,757.6691292397488,13.901675537614393,7
CEC-2020,G7,AO,776.5423658635897,66.75313906788517,8
CEC-2020,G8,GBFAO-v4,811.4687802765693,4.757920517128809,4
CEC-2020,G8,GBFAO-v3,823.8599319874667,9.46998690488351,6
CEC-2020,G8,GBFAO-v2,826.2303464250856,11.906426651917526,7
CEC-2020,G8,GBFAO-v1,809.3321730157903,2.4994811300500377,3
CEC-2020,G8,ARO,820.14,12.091335740934499,5
CEC-2020,G8,PSO,1439.3500000081456,1003.3617891817688,11
CEC-2020,G8,GWO,7791.885921552785,2349.126290248427,12
CEC-2020,G8,WOA,934.5786711055111,85.09178477982879,10
CEC-2020,G8,DE,805.7982242645204,1.8561172253778002,1
CEC-2020,G8,SMA,806.0806489585628,2.971422436645056,2
CEC-2020,G8,HHO,838.1027239542326,12.413071824488055,8
CEC-2020,G8,AO,896.6126446680355,148.39771071893082,9
CEC-2020,G9,GBFAO-v4,902.2399521602416,0.9587345308304243,2
CEC-2020,G9,GBFAO-v3,903.402923392687,1.7437636421814158,3
CEC-2020,G9,GBFAO-v2,903.8685274778601,1.7870221877752184,4
CEC-2020,G9,GBFAO-v1,900.4477609439195,1.1106971270908002,1
CEC-2020,G9,ARO,2871713.173436216,9707841.68984688,10
CEC-2020,G9,PSO,7886284.345423112,14825711.75145883,11
CEC-2020,G9,GWO,161999190.75916675,199052797.30370307,12
CEC-2020,G9,WOA,23796.40378552743,10753.990785223052,8
CEC-2020,G9,DE,1432542.3195602032,7013585.589938972,9
CEC-2020,G9,SMA,2006.9092552963555,2146.1004182416823,5
CEC-2020,G9,HHO,16574.698096113512,11345.630564053276,7
CEC-2020,G9,AO,9153.96744567338,5821.1012956354425,6
CEC-2020,G10,GBFAO-v4,1048.4022166816185,39.2004466043561,3
CEC-2020,G10,GBFAO-v3,1163.8224600350231,160.93913558302023,6
CEC-2020,G10,GBFAO-v2,1130.5062880446856,349.7529414027107,5
CEC-2020,G10,GBFAO-v1,1005.4788407593705,7.488068527148446,2
CEC-2020,G10,ARO,5557.764178856542,31562.6579450731,7
CEC-2020,G10,PSO,19384651.70523872,52398200.52174114,11
CEC-2020,G10,GWO,457085422.7276921,308612852.39578813,12
CEC-2020,G10,WOA,25201.197696338088,41861.378263159386,9
CEC-2020,G10,DE,1002.2415612277326,1.1368683772161603e-13,1
CEC-2020,G10,SMA,1070.4113249723334,87.73557230923628,4
CEC-2020,G10,HHO,10899.12086489929,39653.893984622104,8
CEC-2020,G10,AO,43374.32037206695,89070.93992760124,10
